source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,g_rp
5537738593028843008,118.13275933075796,-38.71386271315668,,,,21.036503,,
5537738593030107264,118.14043583689228,-38.7099573321976,,,,21.064037,1.0269108,0.60611534
5537737557934111232,118.16272216613197,-38.742787947201116,-0.249062326250391,-1.5537083999009909,3.589252569688432,19.561794,1.4629211,0.77583504
5537737557934113280,118.1710785524782,-38.7399714469996,0.03441799912903276,-1.694170211251357,2.7504613715293162,18.592333,1.4273472,0.76675797
5537737562229462528,118.16638149715158,-38.73406836734535,0.5398923017079756,-2.433974395603383,0.9600322502219503,19.929695,2.4681396,1.1180515
5537737562229465344,118.16499003238194,-38.73662147273638,-0.10793311637814386,-0.9487518465846385,3.164480108592562,20.540764,1.7832241,0.7159691
5537737562229469184,118.16702072216886,-38.73566081744215,-0.25650431347396335,-0.6237467087590648,2.282113422953101,19.07118,1.4284172,0.7152138
5537737562229471232,118.16376835801117,-38.74003660807799,0.5147332658355293,-4.733599764277306,5.839452023422789,19.271141,1.8741703,0.9811058
5537737562229484288,118.16862203788212,-38.738546893897094,0.03197284318214633,-2.1279451621711374,3.6929484000199304,19.8244,1.6534271,0.81121826
5537737562229486592,118.17094443504243,-38.73672596221619,-0.5490417685077021,-1.338741929268598,2.52882886224376,20.314482,1.5073566,0.8043976
5537737562240198656,118.16791476043325,-38.73347419371933,0.5220744692176849,-4.4757069596267325,3.110552002459495,17.06232,1.4375515,0.7853794
5537737562240517760,118.1646178467841,-38.740937640732206,0.6083941790056692,-3.0712029516838175,8.171071881392276,15.977312,1.4837227,0.80555534
5537737562240518016,118.16136691679318,-38.74018028536772,0.11739426592836313,-1.47429989357416,2.494173203971207,16.964931,2.0321379,1.0125628
5537737974545978368,118.05582779004368,-38.7580863347745,-0.1706233734299254,-2.224114054615118,2.801816837746487,20.004427,1.6388187,0.83133507
5537737974546006016,118.06267622450785,-38.758868197721924,-0.15010390033981152,-1.3766639817181674,4.4064460172685465,19.422005,1.739275,0.8961468
5537738008905793280,118.07547417975543,-38.76062749048039,0.20279040048636693,-1.662633327815185,4.325361954227535,19.97587,,
5537738008912180992,118.08394578039645,-38.758429716427536,2.4060852542098643,-5.242894896366455,4.474863737979151,20.849516,-0.050582886,0.85037994
5537738008912181248,118.08005731059781,-38.757662588746136,-1.4606782327449188,0.8393062046375934,1.0079593913438365,20.746574,1.5429993,0.91708755
5537738038970441344,118.08483458387893,-38.75682772115656,0.17044405708957835,-1.9503080016465923,0.6622504833404406,17.786879,1.6348476,0.8547077
5537738038970442752,118.09993907772323,-38.754051646363806,0.6546595468134663,-2.4046007029866328,1.096360883904884,17.919226,1.8038273,0.9068985
5537738038970443264,118.08271703795943,-38.75303335301547,0.5476420897270177,-4.664743781212409,5.313451488664852,18.89412,1.6541691,0.8779259
5537738043265538944,118.08226982655927,-38.75363258155359,3.3493286424674755,-0.9567127208649756,-3.0898469543395413,20.855904,0.024198532,-0.101343155
5537738043265567232,118.08762003125011,-38.7549860232183,0.7455161537446778,-3.095685916271086,0.700109886312714,20.476425,2.2409077,1.0238018
5537738043265602560,118.09512548154012,-38.75572374161869,0.12044399032651898,-1.855867063337801,4.464556782710993,18.939701,1.4605198,0.8167553
5537738043265606912,118.09982375058861,-38.75123945301534,0.3805104803617779,-1.6896209836697733,1.4400700560106334,19.730892,1.7743473,0.82395744
5537738043265625344,118.09877097801571,-38.756452276372286,0.5390651111179166,-2.2196510365864768,0.97949799277719,18.484833,1.7354469,1.1118374
5537738043265629440,118.09864309603047,-38.75839609557494,0.3495761948505357,-0.26734538094981286,-1.3510957769555483,17.320486,1.75531,0.9006138
5537738043271917440,118.09631455622416,-38.74740867638904,,,,21.00895,1.529726,1.432312
5537738043273031808,118.09262460987648,-38.756582466220095,,,,20.929558,1.0378113,0.522995
5537738043276497024,118.09070983498178,-38.75146529445111,0.26005616526633746,-3.9805531855734406,5.142797980351478,16.624027,1.6168728,0.8588009
5537738043276503424,118.09698012736096,-38.75530862330147,0.6814718348580892,-2.408150284155109,0.9435042340909219,14.770538,1.179143,0.6755419
5537738043276505344,118.09794684650753,-38.75655240015981,1.111780618017464,-6.374406770425903,3.7315968911361264,16.10073,1.3960791,0.78539944
5537738043276859392,118.09625051875476,-38.756229679344884,0.9429910089618863,-2.4136312761032483,1.2166372558903327,18.955563,1.7905045,1.1407356
5537738283791196160,118.15585353221577,-38.743133866227986,,,,21.174568,1.5510597,1.3031502
5537738043277092864,118.09164926225802,-38.75031205376144,-0.27407425078852027,-1.1408512819692476,2.1253330617556783,19.862734,1.3430977,0.7130985
5537738073330177536,118.07498175849734,-38.7604407182165,0.6291160014966024,-1.2032248581513314,1.7626224372799946,17.913376,1.7071018,0.94116974
5537738073330179200,118.06392390063594,-38.75729450521417,0.36664915740591286,-1.4666938690482536,1.4472635144194266,19.322495,1.8082542,0.8889656
5537738073330179968,118.07400174337654,-38.756359751205146,0.008281130354403523,-0.9417325045300085,2.2777977677631798,18.400486,1.1081944,0.6596527
5537738073330183808,118.07661417767503,-38.74956386209965,0.41463642202388945,-6.312288017105905,7.716839790580522,17.54627,1.518692,0.8183651
5537738073330185344,118.06970038365138,-38.74655629470097,-0.5651101875712293,-0.6871878588860909,2.9247194253125435,19.97937,1.2818146,0.72589874
5537738077625197568,118.06983085663424,-38.74255109022139,1.0295112762720142,0.21183676928148654,1.5572554183067604,20.703114,,
5537738077625198208,118.06813464111258,-38.74501425842002,-0.23594413177705847,-5.088884939639215,4.290911112833861,18.177887,1.5993729,1.2592678
