,source_id,ra,dec,parallax,pmra,pmdec,bp_rp,phot_g_mean_mag,cluster,prob
1253,3218881691168164480,88.31348248041435,0.4925963884326388,3.0315367979524015,-1.7983166351844553,-0.6875889727356177,2.6463203,18.193027,1,0.9996078421531824
1262,3218881798542650368,88.32466110730967,0.5050952715636191,2.909358343428248,-7.716773837371501,-45.504131241500644,1.333911,14.398029,1,1.0
1274,3218886329732269440,88.41131952927408,0.4686982882042509,1.6316769928345085,7.793438230997538,-10.063920356996986,2.3850079,20.367233,1,0.9999992391983292
1290,3218886402747571584,88.43196862709797,0.4768067931840755,0.8138329365498723,5.3651278724414615,1.3383540425697835,2.0776348,19.222336,1,0.9942074220357628
1295,3218886471465910400,88.42363242340934,0.4879178920179858,1.874274284068984,2.1742782149055637,-0.6440963925374111,1.6175194,20.40028,1,0.6162440742506415
1306,3218886570251001088,88.40828344509697,0.4854369444420789,0.9441774759707108,-3.204278942110172,-5.08283464422889,1.9697437,18.055687,1,0.9956597785482711
1327,3218886677624339968,88.4180548724608,0.4940806843221092,-1.4679807457413812,-4.26426391205324,4.537765548724948,2.1482964,20.565233,1,0.9989345258612176
1329,3218886711985209344,88.42750807143706,0.5114710664362427,1.896340099107409,3.715609430917544,-5.256165925651638,2.2070923,17.087862,1,0.9934228853299056
1335,3218886746343816832,88.4096626664003,0.5014937966208914,2.032364919854631,-24.231987016466785,0.9829003670163944,2.6394691000000003,19.574352,1,1.0
1337,3218886776408518656,88.41561309485029,0.5166942908730122,1.1620065829302022,-7.109040423094593,-2.9673510671256462,2.3416882,19.940943,1,0.9999996229808978
1341,3218886780703537536,88.4239120453153,0.5167677300067862,1.7420249376488002,2.692288514305089,-5.263843832100152,1.6524371999999998,20.621473,1,0.945361948444984
1353,3218886879488317824,88.46158672164991,0.5034789899305054,0.9853146148106998,8.140385758201209,-8.103791819570226,2.0924854,20.473381,1,0.9998244394605862
1356,3218886883783896064,88.44956552112131,0.5073497136954367,0.8462864376022926,0.7606772972010173,-7.5148914067286645,1.569871,16.229448,1,0.8843704434623604
1359,3218886913848433408,88.4662293174398,0.5148080473693502,0.8927871215563071,0.2046873104078981,-7.285520477999746,1.9753284,18.428095000000006,1,0.9268529918780034
1361,3218886913854664960,88.46143456534323,0.5162239326201327,1.7408200194316352,4.752464230098322,9.917957999871607,2.1346226,20.44216,1,0.99999999999957
1363,3218886918143632384,88.46075638335617,0.5062884517601007,2.1265779564604084,2.45496003272642,9.680197829065543,1.5415249,15.007994,1,0.9999999741076009
1370,3218886982567918976,88.49564004798378,0.5204107171504917,0.3885079370564304,6.399308268059765,-7.291711041484477,1.4764004,19.306288,1,0.8067069323981587
1387,3218887188725405312,88.43816807639831,0.5389115478963382,1.5640486636359432,-6.967020418342915,-3.216615864107085,2.6637516,19.500978,1,0.9999998652618242
1390,3218887188726369536,88.44580701401155,0.5345180425514022,2.7905507092106845,9.369107725351217,-17.738085691702786,2.2606611,16.747053,1,1.0
1392,3218887223085136640,88.46236118381941,0.5343582119464161,1.1962032633781872,7.427644216305512,-4.395506358487265,1.9376564,20.283226000000006,1,0.9998171703848222
1395,3218887227381272576,88.46519993580236,0.5293398577466512,0.9436586392972546,9.32699657421002,-6.643214541697772,1.9581451,19.939438,1,0.9999969134394828
1397,3218887257452050048,88.46862805085009,0.5437733382479409,2.7186347670474182,14.499743935443885,-13.703509664276107,2.4122220000000003,19.74303,1,1.0
1398,3218887261741006080,88.47922195046075,0.5385058755970339,2.2084132032888872,3.309268308000362,-2.308488596923161,2.915451,18.409185,1,0.9961811961826164
1404,3218887326164374400,88.4635770213871,0.5482737154943177,2.615402059075668,6.6974905849576665,0.16199100751860793,2.5569,20.072628,1,0.9999999998036522
1406,3218887326165340032,88.46889761932427,0.5473532508435642,3.58046120219459,2.4072060213598587,-1.9166797983691728,1.6346684,18.69873,1,0.9999999960476664
1413,3218887429244476800,88.36384244802021,0.4976328029047677,2.9816495032389145,1.8365073771851768,-0.8363629908883122,2.1312618,20.932804,1,0.9999539407776848
1416,3218887463603285248,88.37706928393406,0.5153683518330775,-1.5031883070504637,1.1583498858914876,0.16273459877371052,1.5923233,20.79519,1,0.6861871323479132
1418,3218887463604238720,88.36946035566721,0.5096522457560879,6.8789995940731945,-20.8145673819041,-13.058866667382315,2.9656725,16.953301999999994,1,1.0
1419,3218887463604251008,88.37384033847403,0.5174790459568023,1.1066097731794655,3.847207984705127,2.1294485473494333,2.5200253,19.243538,1,0.9209613216509712
1429,3218887532323739520,88.40697723072134,0.52649885381716,3.8867892616749775,30.257806764512768,-17.794951520181858,2.9991608,17.462135,1,1.0
1434,3218887601043233408,88.39678284475245,0.5377267309344175,1.204168337744385,12.622005399191895,-0.2580006237853407,2.0345306,19.88612,1,1.0
1438,3218887635402937344,88.35058311556818,0.5144765558039782,-1.1879387739721208,-7.2673801074191235,0.8905436242243484,1.102129,20.800293,1,0.9999998173295352
1440,3218887639698161920,88.35563724062746,0.514515661883274,1.817252101893809,15.514297359294035,-12.641984996054894,1.8310709,14.6004505,1,1.0
1442,3218887669762679296,88.36004956326674,0.5166529819091341,0.7614477622412341,-5.721558285526911,-7.562160219823617,2.3592548,19.1592,1,0.999999999912676
1443,3218887674057411456,88.35669750721638,0.5193279492912469,-1.362676789421411,2.3427795509419562,0.5202036384884006,3.6390495,20.750124,1,0.698674758346854
1446,3218887772841904512,88.37553670532719,0.5251890726205913,0.5873743601111523,7.391648308775082,-13.567021663661466,2.3341942,19.604332,1,0.9999759324131604
1451,3218887811496838144,88.38578583633753,0.5424779656836117,2.455886439918746,-4.365087448153339,-21.12607748571805,1.9889126,16.345684,1,1.0
1452,3218887875920188416,88.38029336252515,0.5482977735853474,-0.9192506934930028,-2.2833605672685526,-1.4825434669321955,1.4329529,20.670015,1,0.6210301717722971
1455,3218887944640621184,88.43637152158182,0.5398755183637813,1.5889754572177126,-4.826007539598768,-3.0543350615806,2.5143833,18.211803,1,0.99938800760654
1466,3218888052014991488,88.44708768617134,0.5534647900690757,0.264983991594914,3.433360155101312,2.663323591355391,2.1281672,14.255729999999998,1,0.6939203252237313
1470,3218888086373554176,88.44769660011666,0.5561378576003914,0.6660556635097276,12.239419391233747,7.625728264298023,2.4188957,19.73458,1,1.0
1473,3218888185163445888,88.39747536997818,0.5498914309338873,-1.9944139971047905,-3.6485714643723655,0.6869831577271059,1.2296352,20.693106,1,0.9999864883547908
1477,3218888219518544384,88.40894709825552,0.5531069382506464,0.5096167501447686,5.946326712572935,0.12513557134950185,2.0673447,17.8081,1,0.9943723523546348
1479,3218888460038016384,88.50323235805651,0.53272940796839,3.788727179726013,2.4793376806080047,-7.773668101246806,2.0679169,20.62998,1,0.9999999999999628
1483,3218888528756174336,88.49056924641478,0.5400903757207358,2.748021593329429,1.1823818834280535,6.437991949909098,1.8294983,17.413723,1,0.999960902941631
