,source_id,ra,dec,parallax,pmra,pmdec,bp_rp,phot_g_mean_mag,cluster,prob
414,3218832075704888832,88.48428379597738,0.3757827708497597,3.057798214665725,2.1716597719733883,-1.7331529522083151,1.4269485,20.670288,1,0.9999889163098972
415,3218832075704890240,88.48423379096754,0.3804566854473084,-1.5001432287697374,-11.55803159770098,-1.5180132598998226,2.4978104,20.234703,1,1.0
418,3218832075708200576,88.48464940523027,0.37533412256395465,2.273869703353059,0.6263913093489504,3.3208798277152205,1.9551849,20.825483,1,0.7586716874209932
423,3218832110064618240,88.44076336186163,0.3596075654119679,0.8389455816515781,6.0832573048281695,-7.941418725660754,2.1147175,19.230843,1,0.9405382092233536
424,3218832110065529728,88.43913109839252,0.3568232515130146,0.4400145962593137,2.0992103949079444,5.057786822022057,2.0405197,19.197954,1,0.5283644125645697
438,3218832178787290368,88.42700171644772,0.3734326140019509,0.4556719497629325,6.167763542556758,3.136808952514265,2.2338467,20.010866,1,0.9999719308881851
442,3218832213143577472,88.44197073534697,0.3819015413568777,2.6106309034037003,5.5866464180206,-2.234156023467662,1.6346569,20.569845,1,0.9999996534270428
445,3218832217440189696,88.44083771311806,0.3906999789530761,1.111081060616594,3.0505261286596252,-7.092591478611243,1.6649246,16.172937,1,0.7090770160375321
453,3218832251799927296,88.45711606441357,0.3774676302230648,0.9782057701728544,-1.4161055568709555,-6.578629459289321,1.7963828999999998,17.357882999999998,1,0.9886992755578154
461,3218832316226283392,88.44749106884339,0.3914772768572517,-6.907897865673747,6.046467958194434,-6.600073432678777,1.4303551,20.858658,1,1.0
488,3218832556742140672,88.40461991722543,0.3752910796627448,0.9693221407835906,-3.358839029756735,-9.932666001508872,2.0783787,18.460579,1,0.9999999996144328
500,3218832625460704768,88.39979633775442,0.38164755311163134,0.9023067082419004,0.8697681294277083,-6.773448540266262,1.6425246999999998,20.603369,1,0.6364196278025818
503,3218832629757068416,88.39435813986778,0.3764539386679427,1.2906339814272405,1.0327045679295308,-5.9591829130306575,1.1791143,13.074302,1,0.6692469499147866
519,3218832728542960512,88.34011767966624,0.379860132932845,-1.7904474186618085,-0.86400022577658,-8.15507572375026,2.2184086,20.85595,1,0.999993616271666
520,3218832728542966272,88.34383574459841,0.3795458639219784,1.8440426582448324,1.47249875786008,-6.9570378635117125,1.7374592,20.569174,1,0.9969933866894536
523,3218832767194980992,88.3581791507583,0.38265933275297703,-3.349297444465773,-1.3526818810401158,-3.1375370425895026,1.6639671000000005,20.52205,1,0.9999999999602168
527,3218832797260317184,88.37316736014586,0.38594779081214414,0.6248818170990112,6.1044796322041215,-5.090806497650009,1.876442,18.299746,1,0.6810384567597785
529,3218832801554703616,88.38080983120855,0.38202412566235583,1.5898007328785766,4.679120943341155,16.224092321159937,2.0669804,20.743158,1,1.0
536,3218832865979804288,88.36503137004894,0.39857244720567614,1.0287192017031768,5.9639734054586935,-6.343484720214591,1.8650799,17.208567000000002,1,0.9356373316489504
539,3218832870275243392,88.35566564137604,0.3919799572510385,2.7570699961421363,11.104721547512488,-20.77395261408854,2.1091824,16.180307,1,1.0
544,3218832938993624832,88.42104764401049,0.3887624958216282,-0.3569478706647289,5.327516224508202,0.9049630320294888,2.3757,19.61315,1,0.946569095103404
547,3218832938995285120,88.4266561032811,0.3828099653087837,-1.7360335008004375,-7.137869335914482,9.027494677353767,1.9093895,20.744762,1,0.9999999885170076
553,3218832973354438784,88.43028308420452,0.3840442552424141,-0.10545224158662728,10.344870285849607,4.272050724386803,2.3631344,19.635612,1,1.0
559,3218833037777574912,88.41171862198702,0.4022605477777868,-0.3397578973084338,-0.7180424386262595,-7.755602314800543,1.6349258,20.375288,1,0.9860738140853259
578,3218833145153118848,88.4301625107553,0.4183576808201496,4.134223443875483,2.9392283999938416,2.0732157493380283,0.9244013,11.622105,1,0.9999999999991882
589,3218833213872610304,88.40078806022301,0.4024900416785577,1.885238076169166,0.3513586322743879,-11.766598814525429,1.5957546,15.873627,1,0.9999999993208436
592,3218833243936932480,88.40982887604672,0.4072101646569328,0.8203075114634499,1.8056821882539384,-14.173972862437315,2.7567997,18.822754,1,0.9999999914419088
593,3218833243936933632,88.40584522923972,0.4081079509284315,1.4883855947059241,3.1294124491221065,-16.77692977422357,2.3807125,18.099995,1,0.9999999999999112
594,3218833243936941952,88.40451178613544,0.4171096775358755,1.7571625845881944,17.400575423239697,-7.120375463357116,1.8951168,16.151346,1,1.0
615,3218833385671472768,88.42698472699716,0.4217619715479404,1.9253964166927355,4.746024020945996,9.934526538602688,1.8009881999999997,15.558385,1,0.9999999999995896
618,3218833415735456256,88.40710433563137,0.4275612167602834,2.7115602486391093,-3.2712810670060914,0.8732530008745715,0.9593477,12.742722,1,0.9712964364644268
628,3218833828051532160,88.5594194606306,0.3432594077593775,-0.4769461590729242,5.426346455962576,1.4073206202994832,1.8947868000000003,20.43831,1,0.9882718936227308
634,3218834588262122752,88.54592638450762,0.33962389233442425,3.2704914720160025,26.233650503111853,-7.790490873224816,2.0351076,15.730757,1,1.0
635,3218834618325518080,88.56549610025637,0.3562007682252465,2.6330405859154054,-1.9264331115565008,2.271289976312142,1.9971085,20.35793,1,0.7554852734625316
637,3218834618326428160,88.55401293981396,0.3517250934637165,0.8695155372561044,7.275848780404545,-1.260803692758984,2.2511482000000003,18.385906,1,0.9997614141410068
652,3218834824484877568,88.56777046472202,0.38019275975936856,0.37217320532997694,-1.7253866813807206,-6.483304075490791,2.1155605,18.840118,1,0.9766624802832214
657,3218834858847124608,88.5321780166003,0.3650374473952476,-2.4109344434797046,-2.3909419162191585,2.37738106653652,2.399002,20.763727,1,0.9999984779974496
658,3218834863138916480,88.51951421159784,0.3633246930474305,1.6580001465095984,-11.716762782575607,-21.477975513776784,2.248228,20.115920000000006,1,1.0
675,3218834996283566976,88.5482824932276,0.3773293847464243,-0.3125839244574363,-3.479124798500148,-3.4649973257776083,1.9803982,19.263601,1,0.9679981955166701
685,3218835069298446720,88.54080180835409,0.3901116104335474,1.0473209941821344,8.194089907119267,-11.695938656010144,1.9299374,15.468072,1,0.9999890786078072
687,3218835069298648064,88.53492143798508,0.3944008679400723,2.4119431472926744,-2.0456175302667416,-2.124937343096988,2.0127716,16.116095,1,0.9862900101895584
691,3218835202440817920,88.58443820996824,0.3907960327183244,0.7506809277770562,6.47493726989864,-4.438471665483081,2.4111042,19.529402,1,0.9237187927768954
697,3218835408600449920,88.56826208664906,0.406519650694884,0.4764926175536443,-4.706146658441586,-13.808685354913848,2.0466728,18.047403,1,1.0
711,3218835511682236928,88.56612289189371,0.4198961338028437,2.3644846179593686,1.5023670121745347,-3.867498893877485,1.4484291,20.492376,1,0.9949935087312408
712,3218835511682241152,88.56736671817544,0.4170124590816775,-0.5880422603671326,7.824463379033924,5.058934955527197,1.2803878999999998,20.750061,1,0.9999999999921468
718,3218837886797002624,88.50889809829347,0.3847933416668387,0.4010544778596253,4.2839390767822145,5.714991501772035,2.4707813,19.750978,1,0.9998770463104462
720,3218837886797006208,88.502694110918,0.3779180634769729,3.4429596262620135,-8.488631637575345,1.4508199955237662,2.1046753,16.511929000000002,1,0.9999999982548538
727,3218837951223472896,88.48982611412632,0.389438877209728,0.5195319115700845,6.4616032772914185,-0.6788041501755974,1.7327023,20.721994,1,0.9921686852592332
736,3218838019939636736,88.51958181531971,0.3996713900327644,-2.105733439031489,-0.5773315295752992,-1.768436490402782,1.6691188999999995,20.603209,1,0.9985971291565864
737,3218838019940563072,88.5220933958733,0.4031845662104813,0.6627499034311759,7.338782533821988,-0.2792354990081916,1.9740925,18.12907,1,0.9999209314855679
739,3218838024234802816,88.53345710801183,0.4019622900248401,1.9225509924289192,6.004422246214036,-1.6409238427209374,2.6470127,20.10243,1,0.9999541671955636
740,3218838024235945472,88.53335921489521,0.4016547623016979,1.3841296982990987,7.275889653632034,-3.215335689244034,2.7796173,20.232773,1,0.9999098153275396
750,3218838123018870656,88.5186494516967,0.42112459483801595,2.691396336249725,-4.126098564045203,5.149831252429989,2.3941631,20.588396,1,0.5779909416757286
756,3218838157381898240,88.48754469027105,0.4043224677152181,0.3775155486719014,4.750066121786691,3.034189802652228,-1.0315113,20.700378,1,0.9913693968454228
757,3218838161673799040,88.47902042761591,0.40132988802757424,2.488826492206808,-9.42101176372952,-1.7316323225592671,1.41185,20.733793,1,0.9999999999980976
779,3218838260463809280,88.48767616449238,0.4138363026765765,-1.6607494043433515,-0.01785703735876203,-0.15217946448615044,1.562727,20.504282,1,0.8695321729003158
800,3218838402191913856,88.50576859888659,0.445754326051891,2.2433057330656574,21.16476590690295,-6.6005204479502275,2.4860363,20.390654,1,1.0
806,3218838432263811968,88.55117489322193,0.413253091006646,0.6547612105538397,3.368240922363221,-8.004440323971341,1.9369087,18.14692,1,0.5164030823864719
834,3218838638417379840,88.56023443263254,0.4521957602424437,0.9378404430157162,-0.8992543786053734,-18.540321780006995,2.8424873,19.39558,1,1.0
838,3218838672774420736,88.5724216773636,0.4579315378360743,0.6896850409162808,-2.3098308536800642,-4.578329808694493,2.395855,19.565088,1,0.7635169831067864
840,3218838677070951424,88.57176759900952,0.4623606552599326,-1.885988081411352,0.2818002867943455,0.3579396057440081,1.6151981000000002,20.50103,1,0.9820529951136444
844,3218838741494615808,88.53068686591259,0.4476697667771629,0.7069668442287171,1.4275989774752502,-9.481486236744075,2.1497707000000004,20.627878,1,0.9909389425240328
849,3218838775854857984,88.51271997137621,0.4506547082862621,0.9898015283757908,7.7782689595686545,-6.2236544752894725,2.0367432,18.432707,1,0.9992884888344659
852,3218838780149019904,88.51847424575344,0.4547936342132693,1.9598566061811105,-4.11653746566683,-3.4282841470426537,1.7540245,20.666079,1,0.9995988455340356
858,3218838844574359680,88.54726506709345,0.4637368150525821,4.628738188184532,2.4868854018908912,-1.3465766793617835,1.8891888,19.42886,1,1.0
862,3218838913292932352,88.53499158509031,0.4715167885643117,2.633888913944116,18.558729915032032,-30.967472313024288,2.5477448,19.670023,1,1.0
890,3218839089387841408,88.46797680659006,0.43631531699680937,1.7787634527740164,-4.249551073118399,-0.4389685911067289,2.6956615000000004,18.670616,1,0.7471714958870446
899,3218839222530565120,88.4829248926901,0.4616404087292137,4.223694625981674,9.868967755986043,6.21713679599029,2.9584923,19.109165,1,1.0
908,3218839261187136512,88.44690485710055,0.4351849390524752,2.019016157186157,7.9543834386339975,-25.485335484402928,2.2548676,20.15029,1,1.0
912,3218839325610423296,88.43668422101517,0.4472582729625655,3.1025315537539826,-4.106694868922655,-13.54750276273593,2.1068363,20.82654,1,1.0
913,3218839325610665984,88.4318209715513,0.4477205127629393,4.033275377393831,6.9938332948847055,8.927654824360811,3.118702,18.836863,1,1.0
918,3218839364265751808,88.43464284102781,0.4527305634821549,0.8647169051025306,5.066396761460547,-0.9536532648747564,2.1367035,15.570582,1,0.7938651045581473
924,3218839432984552832,88.47226338819445,0.4733620908807382,2.940443181453813,-3.4051326952788044,-7.182429134821635,1.7547264,20.783884,1,0.9999999999885124
936,3218839531771489792,88.51024317135138,0.4576123728958658,1.834576808378184,8.481175540269989,5.3468059584002186,1.7738628,20.7813,1,1.0
938,3218839536063276544,88.50125259350928,0.4533713657804149,1.4383272371694455,3.759780763039793,-5.4124289272469985,2.335205,20.258074,1,0.816198940777307
947,3218839634848377984,88.50535924431652,0.4784332667571429,0.8367938377238154,-5.906741917092536,-6.067274912374541,2.4696827,18.81556,1,0.999999991055372
961,3218839806646137728,88.48740550302942,0.47737082539541104,1.7811261527465807,2.260029815980082,1.6951661312314663,2.0473557,20.252102,1,0.6720223368343577
978,3218839909725742976,88.48661609100162,0.4904120957000474,7.035222136297139,1.615540646250579,-2.0638976754590432,1.7598933999999995,20.750677,1,1.0
982,3218839944085105920,88.50307856905116,0.4929478172684111,0.5818425469998876,-2.6500216797054663,-6.7890068093880584,1.5883427,20.408348,1,0.9993476520625324
984,3218839944085742592,88.4975462339979,0.4931311728520759,1.0555657447821332,1.8812471362763683,6.610281214313406,2.0231657,12.16574,1,0.9744459422766512
993,3218839978448092928,88.51184363300753,0.5011473428713761,-0.04658774693265731,6.465802882142709,-11.293305142940671,2.7461967,20.691786,1,0.9678994431265836
994,3218839982741013248,88.50940235245498,0.5045316200834484,2.327488417821464,17.144387333680818,0.6915690717021571,2.648428,17.279825,1,1.0
997,3218840047163986560,88.5115303085849,0.5147074485902373,-0.17344205427261686,11.689810942769457,-12.01032817334523,1.6333008,19.589693,1,0.999999288426774
1004,3218840360698129408,88.56790840094155,0.4748163298997872,0.5220362473699562,-2.0758634098138002,-7.184771560372341,1.7058067,17.481022,1,0.9983295088654752
1008,3218841181036632320,88.54951234477892,0.4952599172133339,1.2740024489574746,-9.734268613848123,-7.193403664451425,2.3308258,18.196257,1,1.0
1010,3218841185331848960,88.55367010452345,0.4924783994337944,2.2947941493723083,-13.306951482423365,-17.047587085146393,1.5282469,12.739251,1,1.0
1014,3218841249755543808,88.53413292530365,0.5020260370262593,1.9554025278722056,4.5893119527837385,1.176971890184138,1.8147125,20.853958,1,0.9997549468739554
1015,3218841249756121216,88.53281971436616,0.502541758718888,0.991022625642482,4.799633446553701,1.3822637662792674,2.144596,19.239113,1,0.9818343610090254
1017,3218841288409867008,88.54736269405376,0.5096482892265485,1.0589059126978766,14.7742921719544,-61.4445198405157,1.9627266,20.387096,1,1.0
1024,3218841524634055680,88.52193716545973,0.5179757783412339,1.4228529808532535,-11.794461133552186,-9.70046549084048,2.452898,18.295025,1,1.0
1042,3218878220833510528,88.2976183982976,0.3648187696769061,0.3852083608166131,-3.674034859276659,-4.731426345390575,1.9438858,20.623327,1,0.995993057829012
1043,3218878220833513600,88.29328324974527,0.3696010343430518,2.2121505090908147,1.9692703247051613,-0.8206479505148728,1.5873431999999998,20.467552,1,0.8913146640702424
1054,3218878461352616960,88.29436700360705,0.3969191874830968,3.1648511470038847,-2.135143182282307,7.54587255325142,1.95228,19.90528,1,0.9970140320244116
1061,3218879668238323328,88.32751469279967,0.3769930983168693,-2.4147424010496503,1.488708482707631,-0.4269474482400135,1.7819786,20.581192,1,0.9996414855514516
1076,3218879767022674816,88.3270093036936,0.3961523611423642,1.5885297885859115,12.234114769568414,-17.74485457006897,2.2356224,17.380173000000006,1,1.0
1078,3218879801382414080,88.35172020503744,0.3979448130798247,1.348471845002265,2.1488749035185712,7.782137474451994,2.382864,18.168427,1,0.9991120114281656
1080,3218879835741240448,88.36168572561218,0.4122822763345288,1.7825827479537055,2.903340618837511,-0.4900018348265872,2.1107407000000005,19.757828,1,0.6917836671032358
1104,3218880041899680896,88.30904487881784,0.42214091290174505,0.8909191297817334,-1.0356806366439473,-7.7690545313946116,2.5249672000000003,19.770674,1,0.9979705224838537
1123,3218880144981881344,88.32273376590292,0.4284108494368602,1.1090963957071998,4.109966013491052,1.4756241657900335,2.2837791000000003,20.774084,1,0.8457979040126457
1126,3218880149275236224,88.31549305221978,0.4323188405789532,1.1960226704871562,-8.409289616205282,6.9580102779601045,1.9141731,15.92443,1,0.7660656202147405
1128,3218880179338651776,88.33077857484602,0.4340374361610209,-5.545636693075423,-0.2193468457364102,-3.3340210042537923,1.0847091999999998,20.523458,1,1.0
1132,3218880217993620224,88.38125214634874,0.4225596746429238,2.8457528618017807,-2.685024707841207,7.008864700056018,1.234251,20.78953,1,0.9077602066404948
1133,3218880217993631488,88.36718470781751,0.4189869633520328,-1.9733343149886224,-1.388153379242132,1.2419216554030692,1.6576137999999998,19.289337,1,0.9981494804353228
1146,3218880286714175232,88.37029253858334,0.4260970955929674,2.476451636800669,-6.655499353072798,3.035073851332482,2.9020462000000005,18.749094,1,0.9863232937970144
1148,3218880316777613440,88.37828917272823,0.439181955466238,3.180489737881496,-0.17748907804714936,-0.7874029081499334,1.6605186,20.877996,1,0.9999305729518638
1154,3218880351137363072,88.39751350139326,0.4455598621944177,4.920661803703653,6.180683851612476,2.668634768521938,1.5821915000000002,20.676422,1,1.0
1157,3218880389793370112,88.4093065080106,0.4506242970120482,-0.08416983443720306,-11.273757239464985,4.4667948160729285,2.559536,20.291302,1,0.9999999989268941
1160,3218880419862520832,88.38056255954821,0.4433230919601723,1.1326347379320627,6.049676120184836,-6.909954678540378,2.6082191000000003,19.550533,1,0.9807053475743276
1163,3218880454216607872,88.39664844648897,0.4632751123964357,2.35411114473476,0.21447676186219555,20.84418142546325,2.5129185,19.848001,1,1.0
1172,3218880492873186944,88.3525145939176,0.4384927683996239,2.4959793673903863,4.364115283093892,-4.434883808877989,3.1112976000000003,19.455511,1,0.999981129886438
1175,3218880557296719360,88.33847990707343,0.4546716514081982,1.575089164714075,3.3746380102819566,-3.1223215035819383,1.8383255,20.232504,1,0.6454283610033689
1181,3218880626016203392,88.36922573472044,0.4591844206071409,3.7393726486755465,-20.22736301406553,-3.795589725415212,3.0853157,19.099583,1,1.0
1184,3218880630311545472,88.3810716701238,0.4552583707075014,1.1474337612455612,-0.2265847831068105,-7.43117594249173,2.850616,8.750185,1,0.990388389129494
1187,3218880660375041408,88.37879031295479,0.464618333159631,1.3017871448281,-1.4921639294357243,-4.496840963406908,2.2084389,19.375664,1,0.7790559032568111
1198,3218880729095442432,88.37452278825874,0.4688009785953449,2.238031844577843,-0.027860692497464846,20.997800555075642,2.8830720000000003,19.215239,1,1.0
1215,3218880900894077312,88.30358883589247,0.4360458181810536,1.341653002383716,5.281453928622269,-14.91453944256159,2.0727654,17.482601000000006,1,0.9999999943322492
1217,3218880905189677952,88.30534262840736,0.4391935789117579,3.2114001737323896,2.0366300463593534,-18.10291090428098,1.6744537,14.465435,1,1.0
1221,3218880973908959104,88.29981343359619,0.4406117756205336,0.8325990151640571,4.691922915976523,-8.368236088890919,1.7038851000000002,16.158985,1,0.84696503162337
1231,3218881381930463616,88.32470823912197,0.4652628755077707,1.2432842932085866,4.811033479398755,-7.846426269827697,2.5128021,18.362627,1,0.976383963728396
1233,3218881381930475904,88.31668724901691,0.4697926737629721,2.818541036436966,-5.357150134804471,4.567679255359686,2.060978,18.001534,1,0.9247321185989588
1237,3218881450649967360,88.35273915315979,0.4750507686831138,0.9257847095985884,4.799835822286375,-5.362160460210246,2.1375256,19.124239000000006,1,0.5078314892867795
1243,3218881523664746496,88.33926875750855,0.4833176149383616,24.33145931971732,148.3942875257918,-245.46083286415265,4.1550684,16.915443,1,1.0
1248,3218881588090869760,88.31008961945341,0.472826375199276,0.9165934285197828,3.2384294066525787,4.111964930018542,2.9919472000000003,20.488266,1,0.9299243931874912
1249,3218881622447730176,88.31913099496349,0.4764823222564244,1.997973466905119,1.474416608423553,-2.778550023964514,2.4256115,20.383944,1,0.8027475307738249
