source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,bp_rp
427593925948908928,10.826141281453609,0.4168868,61.816716433576076,0.43635532,0.7753302234807407,0.5805906,-2.3910801779452475,0.57389224,-0.027627003662565888,0.7001648,20.350882,2.2285175
427593925952356224,10.819415838165616,0.05527108,61.81924370376556,0.05862087,1.4701570156442576,0.07922677,-5.307246969301243,0.07365903,0.10827299922396279,0.089264646,17.46163,2.043312
427593956011222912,10.797658902243125,0.21298608,61.82483067434831,0.21839407,0.250495687841428,0.30634692,-2.889437550275713,0.27495277,-1.7211286362413343,0.30635816,19.55697,2.0895252
427593956011231360,10.770840490516283,0.10523872,61.826543230992705,0.110623315,0.1409986164436995,0.15256806,0.670877816031566,0.13579324,-0.29047145844929356,0.16482753,18.503853,2.0707245
427593956011244800,10.771804153625613,0.20300628,61.82994839307429,0.2097881,0.6450425790749509,0.2907585,-1.110681869427691,0.26418093,-1.2563367494832356,0.2918334,19.517586,2.1413078
427593956011245952,10.764515064259546,0.19894253,61.830300711191946,0.1956908,0.4687986293335992,0.2830894,0.06534979596255652,0.2546288,-2.110634364938748,0.27074942,19.318354,2.1163254
427593956011253248,10.771492877324526,0.21069507,61.8323404839624,0.21609432,-0.03464888068598737,0.3008972,-2.0682403510831815,0.27643993,-0.054476774059872696,0.301142,19.578516,2.4344025
427593956013213184,10.77283630309223,1.525805,61.82719374249951,2.3225248,,,,,,,20.916708,1.9875317
427593960306536576,10.768918671232964,0.4026587,61.829651037203284,0.42158931,0.6692226199421929,0.5782248,-10.530707253115535,0.53287005,1.0513324268605144,0.59904486,20.381945,2.3021698
427593960308638208,10.78749671651187,6.869522,61.819209121026304,1.9504987,,,,,,,21.023232,1.2330093
427593960308638976,10.79280069526601,1.5537403,61.819802975667564,1.2919606,,,,,,,20.826807,1.2292156
427593960310428160,10.771831374056422,1.2256706,61.826307141089366,1.164015,-0.9728928276706132,1.7295536,-2.9527544072535212,1.4646252,4.378847553467796,2.2302656,20.826206,
427593960311049728,10.791020123599735,15.006244,61.822995472207424,12.247319,,,,,,,21.189678,1.1138935
427593960314929408,10.767521175165038,0.19268072,61.830845354611185,0.20136645,0.09012670854345492,0.27782863,-0.5032471616367559,0.2537767,0.12441881999826573,0.2772683,19.467695,2.406168
427593960315034112,10.779181421208373,0.55372,61.81992975247834,0.5567168,1.7081769488407121,0.77634364,-2.878543319582595,0.75052255,0.026288933085288634,0.8411046,20.59882,1.958334
427593990370983040,10.790321986070756,0.26334935,61.83005924216496,0.26997992,0.20274424705384064,0.38004494,-1.6867344772802952,0.35493892,-2.3869580809934,0.37225938,19.839338,2.0209408
427593990371002368,10.777339384597257,0.23693047,61.83520425008834,0.24392788,0.5319185394247853,0.34512585,-5.108893017375041,0.3126033,-0.266093098392085,0.33701283,19.740126,2.3346424
427593990371008256,10.788204343143269,0.30671433,61.836633111859236,0.3148844,-0.2028333724029553,0.43082383,-0.9673360863451029,0.42413524,0.04526164370416126,0.44622663,19.983871,2.370388
427593990371030656,10.769395259126199,0.0887671,61.838744273927844,0.09553092,0.20283936933500502,0.12798284,2.081956388400932,0.11998018,-2.384614431102353,0.14745039,18.257147,2.1925697
427593990371030784,10.769051475499204,0.100913465,61.840198305893566,0.11037693,0.5155589175650468,0.14654769,-0.6535433514873167,0.13193838,-0.7548161546115987,0.15950042,18.456808,2.2345848
427593990371048576,10.772243416031237,0.28865206,61.84566451035402,0.30114397,0.4902518881037262,0.4074735,-2.91059705013418,0.3932116,-1.912612400102076,0.42018366,19.971346,2.5977
427593990372951936,10.786576441054473,2.1577654,61.83867706888667,2.8244638,,,,,,,20.962372,2.3616314
427593994668364928,10.770267878477657,0.36276102,61.84141899012506,0.39607048,0.2988382912544674,0.51335543,-0.8395360340645424,0.5060213,-1.6051554044821086,0.6598981,20.1384,2.208477
427593994671829888,10.768206034601855,0.048987947,61.8371013254032,0.05098071,0.32415837188084834,0.070629165,-2.0659419134065096,0.06508319,-0.6917745108500299,0.073544204,17.26211,2.0641766
427594029031573888,10.87326456485365,0.025668288,61.81373233903793,0.02766398,0.4287090793520944,0.035639796,-0.4540628692961361,0.036391463,-0.3149130429858709,0.046379924,15.267993,3.256178
427594029031575680,10.89703752359141,0.02412205,61.8044960242757,0.02601484,1.3639091183286407,0.034295198,12.457554018110523,0.03275311,17.377878728748108,0.042242467,15.857996,1.4400845
427594059090436608,10.906298760913137,0.12328026,61.8240438642034,0.13964593,0.1330893712205353,0.17918351,-1.947519464062492,0.16782138,-0.5564141408892489,0.21989678,18.768845,3.4475784
