source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,clusters
3218714702839379840,88.50509346238752,0.07022908295557105,0.1295632967386726,2.0745791280821786,-1.9986026180134224,20.278233,2.3574295,0.0
3218714702839805184,88.50041537085812,0.06682348161430078,0.17405741805322394,0.8543424342254701,0.8900730790475135,17.860075,1.4276714,0.0
3218714707133982208,88.50542519411762,0.0720462644990408,0.4782733381072395,0.2115246271772835,-1.8219004314402232,19.5267,1.9556675,0.0
3218717382902246144,88.43135478984966,0.061653390088406375,1.942618030114824,-2.7128153342369954,-1.160481248730329,20.72158,2.0246487,0.0
3218717421554260992,88.40708768443493,0.06280438510875105,0.32362006614178074,0.3395484354026838,0.2000343170180647,17.412926000000002,1.4756851,0.0
3218717421554261120,88.40814549232279,0.061826124571844165,0.6420620695220093,0.15002893866242245,-2.1805014906527167,16.775562,1.5326986,0.0
3218717451618866944,88.41553574339706,0.062079757007424574,0.3812673793148416,3.844311818971703,-4.709882102818348,19.035785999999998,2.1585217,0.0
3218717593352950528,88.4556225469494,0.06259096238677159,0.7735963334176721,1.3328715047825033,-0.3073009255089366,19.209196,2.5092373,0.0
3218717623417564672,88.48180922647406,0.06589390989012807,0.3959579096882973,-0.5532200077763322,0.8754366414140544,18.188046,1.6368027,0.0
3218717623417570048,88.47862077543422,0.0696073971804664,0.5290433025876471,1.6378012172579444,1.6907559188788368,18.230463,1.567049,0.0
3218717623417576064,88.48388265925898,0.07278859603511385,0.4492021693663167,0.1258254090631255,1.221838127246931,19.435646,1.6778849999999998,0.0
3218717657777314304,88.50247767488155,0.07311328380780625,1.0324264963452896,0.7457089076494812,0.6412544505978552,18.810156,1.9337883000000002,0.0
3218717657777883648,88.49776927631085,0.07169450037791714,1.3978935611336871,-4.233802496072772,-19.997399534741163,19.220528,2.4382935000000003,0.0
3218717657777885440,88.49781147213125,0.07515830688458013,0.2093196368041888,0.14025417485757052,2.9693088854191427,19.963886,1.6483096999999998,0.0
3218717657777888128,88.49857892260151,0.0806113689148003,-0.24723506407745996,1.5723329115978335,-2.353107039730652,20.574972,1.195322,0.0
3218717692137051776,88.46920178428995,0.07225589013726462,0.4782533057570994,4.375615961607126,-0.999135761244345,17.588665,1.5500546,0.0
3218717692137625472,88.4686069265677,0.07829709768148749,-1.3350543687545602,-1.0166477148139683,-0.7690195402876906,20.551039000000003,1.4405727,0.0
3218717692137661440,88.47280409598947,0.0812786993803928,0.6426594991628692,0.9983849395484948,-4.1682546015580515,18.938489999999998,1.6947078999999998,0.0
3218717692139922688,88.47757108162136,0.07539321090290217,0.8417350646789484,2.4031341227365064,-1.4217189094841245,17.390526,1.6778640999999999,0.0
3218717696431224320,88.47269934504259,0.07300235703234054,0.4392723415468411,-15.145318141796384,-2.1662054977116685,20.191078,2.6790562,0.0
3218717696432164224,88.47161675084881,0.08072758562647687,0.4437292477851089,0.9089063498427103,-3.1044518708505966,16.79026,1.6274594999999998,0.0
3218717726496811904,88.49240040499686,0.083748387656527,0.8791025588853603,0.6012420900829533,0.10378159442830602,19.07105,1.5540543,0.0
3218717726496817280,88.48648293286762,0.08494392847804412,-0.6103457804860775,2.0807879615425846,-3.2448128326462413,17.876276,1.6696186000000002,0.0
3218717760856089984,88.44410161724069,0.060753958710612,1.2833414836209285,2.5686686945754325,-0.8588578553211179,19.812628,2.3006153,0.0
3218717760856513664,88.44609043181019,0.06358123705585995,0.6601374413556997,-2.748293606823621,4.0904428095036,18.761860000000002,2.245142,0.0
3218717760857095168,88.4478583511397,0.06348677880233085,-0.7237283867215942,0.043194202695734325,2.528380226059822,20.460499,1.9301262,0.0
3218717760857096704,88.43366523073288,0.06841351336475482,-0.012962246302000815,1.2381161704337658,0.5387054766614173,20.462112,1.6194801,0.0
3218717765150708096,88.43468338686459,0.06560201114818089,-0.09506692315398203,-1.3863840557621823,-0.1622391397985278,20.253616,1.4897919,0.0
3218717795216260608,88.45403283640768,0.06863540396359229,0.1501822168540337,0.743255151562016,-0.6564271492908518,18.031437,1.499857,0.0
3218717795216268288,88.44511665392093,0.07057006536855061,0.412100798323755,-0.8285956350089387,-5.664460167642538,18.543516,1.6018238,0.0
3218717795216281216,88.44908654487024,0.08049109790304339,-0.409459760420126,0.4663215029315603,-0.5810430473795459,19.633035999999997,1.5726948,0.0
