,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,g_rp,cluster,prob
62,3218827922472887680,88.54230108571232,0.3156161213533201,0.2129829551527445,-0.024125777814911768,-0.7642900788914201,14.933031,2.5311804,1.1428041000000002,0,0.0018852116051193996
64,3218827952537015424,88.55789534594079,0.3258255807373354,1.071420405636494,-3.4910513481049628,4.675101414712676,20.3753,2.4337902000000002,1.1669617,0,0.0032450092055167964
65,3218827952537171072,88.55566228618515,0.3271009388263829,0.2520679252435921,2.94838385635184,-2.334052162334584,19.061493,2.12323,1.0274391,0,0.007019121041935356
66,3218827952537172864,88.54769622743058,0.3304689053598459,0.28839668344245084,0.07904092163985031,-1.4203768387086315,16.835789000000002,2.3218718,1.0759783,0,0.002230409169008057
68,3218828021255728512,88.46889383243513,0.27538338513769484,2.1214836109180832,-2.7404113879090906,3.829189868176876,20.10139,2.2305126,1.1969584999999998,0,0.061591931835159014
69,3218828021255729920,88.469570667228,0.2809294288638315,0.8421837352755329,-1.8442044718065769,4.178263560905118,20.119529999999997,2.3823833,1.2595958999999999,0,0.0020372617782051503
70,3218828021256624256,88.48160154584599,0.27813063887818584,0.4734908629529942,-0.09380495929875217,0.8618285122389266,17.264547,1.7275448,0.91846657,0,0.0014103589654948722
71,3218828021256626688,88.47700069674083,0.2817456988446492,-0.1961583318547389,0.2294921413799481,-0.39606449790394616,19.250792999999998,1.6527424,0.7994633000000001,0,0.003016622200757271
72,3218828021256628608,88.47523112082956,0.2869110242138644,0.2307907538969271,1.185562042208849,-0.1668657344465879,18.527016,1.6986256000000002,0.8598442,0,0.0020549655992194507
73,3218828025552135168,88.47951231218399,0.27674909719211005,0.9149717713556484,-2.6608591192786792,4.26350381712448,15.234194,1.5888615,0.84990597,0,0.002272008820850742
74,3218828025552136192,88.47246487856398,0.2786878758547809,0.8786074267484285,-2.006615848221018,5.492828154229345,15.736351999999998,1.5950613,0.8496609,0,0.003881517757832214
75,3218828025552138752,88.47049672694868,0.2732794904347038,0.425511640542856,-3.1289910865321295,0.9332259808137428,17.399422,1.7402878000000002,0.9002571,0,0.011929225653162645
76,3218828055615204864,88.45313749522367,0.2768753255069634,-1.4419390033537614,0.059727732644303234,-1.5468159558981283,20.634449,0.94106674,0.95095444,1,0.5610396911917739
77,3218828055615205504,88.45225565468228,0.28556717105117685,0.7341861351602399,1.7094504325361048,0.3736134236781671,19.361969000000002,2.2987002999999997,1.0647278,0,0.005075316268650671
78,3218828059910839168,88.45372686917862,0.2808253288258389,2.5854241127483344,-0.9673410323807836,-0.6635419566501497,18.825762,3.616476,1.4797553999999997,1,0.9660336225396841
79,3218828059911879168,88.45074899189787,0.2842817267937189,0.7784774838586213,-0.20765449973217398,2.4241251139285955,17.826604999999997,1.8303528000000002,0.93413734,0,0.0019246455608661751
80,3218828089976108800,88.46111019538405,0.2936618975073701,0.22553656182546974,0.1825208057358984,0.6978712070539551,18.931236,1.4830780000000001,0.77708244,0,0.0014923366061918844
81,3218828089978510464,88.46638317763855,0.286241681752334,3.4404439954545496,5.7516191888504515,-16.168315353079837,20.596110999999997,2.1672382000000003,1.32267,1,1.0
82,3218828094271612160,88.45863711360128,0.2943969730691324,0.6892834991343922,4.243229383788029,-3.577488031257379,17.556952,1.8890209,0.96569633,0,0.07868865924712186
83,3218828094271612416,88.46336081426905,0.2896487686485234,1.8403144917328418,-2.3061994830772456,-4.254501119476517,12.607527000000001,1.1877803999999998,0.6810217,1,0.9951242258606672
84,3218828124335842304,88.48702957065996,0.2831438422224205,-0.3272075212144387,0.06207492586096273,-0.9635060462512429,18.847494,1.6221085,0.85264015,0,0.004960351358230843
85,3218828124338302208,88.4907806971608,0.2870717554692809,1.2962133202887114,-2.060603312473211,-1.9809086500405424,20.639742000000002,2.0323067,1.3808688999999998,0,0.13601242450166495
86,3218828128630281856,88.48811726821756,0.29126427586853426,1.7888952414614159,1.1879127068273914,-5.225948264350769,20.670994,1.7186564999999998,1.3221989,1,0.9381676507834162
87,3218828128631345920,88.47981379191927,0.2893409988536722,1.0597115259202807,13.484254295192175,-15.256436015707955,16.213606,1.7467631999999997,0.912323,1,0.999999999999913
88,3218828158695587200,88.4941746767926,0.2971554446161829,1.6056228582674812,1.4986076177179355,-9.845970909567905,18.145889999999998,2.5646095,1.1499996000000001,1,0.9999822813233151
89,3218828193054425984,88.47332712341557,0.2905848800975513,0.46553903206294395,-3.425358948866703,3.643545446010944,20.086103,2.0227470000000003,1.2420082000000001,0,0.004606557688226814
90,3218828193055328128,88.46848386346126,0.3027050985437358,0.15494438854908985,3.616678529502795,2.546465394183667,19.105696,1.9471264,0.9729481,1,0.5035123351595915
91,3218828197350145280,88.47314588990366,0.2941366849990576,0.3944193441841444,0.18577732086267448,-2.5202781514844705,20.506693,1.7925509999999998,0.9032059000000001,0,0.004615370847653979
92,3218828197350821504,88.4700583108786,0.3002531837196324,0.915530253027205,-2.9085221794513814,4.4321168371920665,16.382946,1.6498976000000003,0.87095356,0,0.002306252118547928
93,3218828197351393024,88.4734717422629,0.29265238738578586,3.76261617351524,-2.3289361730232128,6.187050832163035,20.750322,1.5840397,1.3805771,1,0.9999849894839029
95,3218828227415070336,88.48488550947636,0.30942702018884416,-0.17669690575325087,-1.033262955255842,-1.2944639483217828,19.185420999999998,1.7940578,0.90162086,0,0.0087333849707031
96,3218828231709489280,88.48477630673571,0.3038762120759449,0.7961175472921516,-1.9546272889417056,1.8819104197324779,19.934092,2.4118366,1.2000885000000001,0,0.0017590377919129922
97,3218828261773902080,88.4330634232806,0.289934381412933,1.6077092916411724,11.542306704576257,-7.108590490955456,19.906971,2.430973,1.2984486000000002,1,0.9999999999971045
98,3218828261774794624,88.43813813887691,0.2814634864508569,-0.24445207253831225,-0.3154970964240021,-0.8347839930920127,19.408989000000002,1.6389713,0.87094116,0,0.004345740717575217
99,3218828261774798208,88.43971836266255,0.2891823502704984,0.06768639796798824,1.910517489211339,-1.9614064437403247,19.243069000000002,1.6847973000000003,0.88259506,0,0.0028348093573776385
101,3218828266069628928,88.43958106187496,0.2921503660878992,0.507481627749544,-2.1800066415706607,4.0816261651250585,19.859915,2.384018,1.2262478,0,0.0020762108569999317
102,3218828296134541824,88.45355589306476,0.2976436189971354,0.9167546336336536,-2.7268888689218453,4.241409077951358,17.588307999999998,1.9490566000000003,0.97431755,0,0.0020823033953759275
103,3218828296134545664,88.4511950733854,0.30701710079867656,0.4117707245350179,0.2717684345120122,-2.451446116585916,18.725664000000002,1.692625,0.89717865,0,0.00393335722294666
104,3218828300430042240,88.4546299167939,0.2986749514479119,0.2552016625843321,0.8257375594221366,2.13628267187498,18.852716,1.6619644,0.87823486,0,0.0036023991185118297
105,3218828330493381888,88.4263927931069,0.2979721235650362,0.547029534606492,2.6734493280027363,-3.945522031607415,19.953053,2.2316017,1.312027,0,0.012080305457827711
106,3218828334789788544,88.42956388392622,0.29594960781976604,0.0513953459141047,0.6209091192317605,-0.2721870531313996,16.909136,2.015809,1.0023069,0,0.0017062805903857515
107,3218828334789790336,88.42144437090039,0.2972097630435063,0.8862936521219321,-2.6582189211898672,4.089424795558173,15.612485999999999,1.5165548,0.8227205,0,0.0018742747847926516
108,3218828364854023168,88.43214706265482,0.3079544535363974,0.08739998707470782,0.3032147157842036,1.3226542186345431,18.102722,1.3695983999999999,0.74388504,0,0.0019060927570978558
109,3218828364856343296,88.43302054116346,0.3065253695671747,1.9609017566067104,-3.6147880925081033,-7.598234403686943,20.436885999999998,2.103716,1.1322784,1,0.9999999963419945
110,3218828369149518336,88.44055736103896,0.31216020772157244,2.069283095906276,10.897137648476072,-6.953140954013662,15.294238,1.5947247,0.8483782,1,0.9999999999995843
111,3218828369149518464,88.44340519391693,0.3096188305260124,0.9319685378402331,-2.663191055300712,4.4076653818263205,15.84286,1.5756712,0.8527241,0,0.0020289129027720614
112,3218828369149518592,88.44237839507669,0.3103726212335695,1.2186822097789989,-7.594888135639322,-8.90705578895189,15.978573,1.6645708,0.8960389999999999,1,1.0
113,3218828369149521024,88.44212448972195,0.30118336432018217,0.8907554770313205,-2.6557927706625466,4.464669455186237,15.930036999999999,1.5406704,0.82881546,0,0.00205543539599386
114,3218828369149521792,88.4340510882292,0.30721697951025545,0.8185144765084671,-2.554137636512335,4.122953582545188,17.184820000000002,1.8020630000000002,0.9106903000000001,0,0.0018219296412820074
116,3218828399213758592,88.4581809659906,0.3038348539173,1.3904846871164944,6.0754405672670595,-9.7013170259001,18.050634,2.7066498,1.1987038,1,0.9997672991687735
117,3218828399213758720,88.46229245860745,0.3040499518599499,-0.08299429776965912,-5.218528787180719,-1.7184836898041251,17.598469,1.7256527,1.0460491,1,0.9962503347579308
118,3218828399213759104,88.455815183426,0.30504104537862275,0.6148842176666257,-2.010421748988449,-2.9941031258130253,19.778812,2.0404072,1.0018711,0,0.12507736517668305
119,3218828399213760512,88.46501267023942,0.3065495638602765,0.30647983228819825,-0.19714028773005132,-1.063996584661678,18.77844,1.6683636000000002,0.88458633,0,0.002064463237984189
120,3218828399213761280,88.46025190841348,0.3085324414415924,0.2460255377670401,0.41406295373878493,0.897858188395292,20.057747,1.8645153,0.9749813,0,0.0015833135996858672
122,3218828433573358208,88.4727331066237,0.30878314908448506,1.8902486634075315,-4.062276652860136,3.160389207219492,20.537010000000002,2.3817977999999997,1.4100723,0,0.054108018659043626
123,3218828433573504896,88.46509520620245,0.3191820550272155,-0.2209173752165501,0.973895290014774,-4.678966338579423,19.56414,1.9454745999999998,1.0228806000000001,0,0.020509075826443464
124,3218828433573506304,88.47263209294893,0.32318282847213164,-0.08773812360930372,0.4992126964912722,0.1441414672009729,19.364720000000002,1.5348492,0.812191,0,0.00218335059524875
125,3218828437868984064,88.47358774470354,0.31580816889337,0.8456027012318313,2.8852191678461256,-2.9707544806336927,14.484038,1.4443445,0.790431,0,0.02243055727659566
126,3218828467932068352,88.44685800980966,0.3178579027540201,0.6914623118571348,4.8667007397135915,-15.653236995634785,19.547606,1.59725,0.86032486,1,0.999999959833965
127,3218828467933240960,88.45388490959104,0.3145181848924617,0.07862964031090264,-0.4560902429160946,-0.2560595703614576,17.957542,1.5186367,0.81640244,0,0.001958228414377297
128,3218828472228730496,88.44518488041383,0.3172333116195307,0.06788681682710382,0.3858176622238386,-0.9214139506210578,15.909026999999998,1.9444903999999998,0.9755764000000001,0,0.0018075597707272362
129,3218828472229299328,88.4555267244517,0.3186602183411325,1.6227755063097409,0.2400081127733781,-1.7133950107719864,18.453266,3.007162,1.7152976999999998,0,0.07614304814074181
130,3218828502292983552,88.45372814428326,0.3248626709204199,0.9242567014574254,-2.6705427503527988,4.159438571020615,18.409029,2.4906006,1.2115173000000001,0,0.0019291675817573897
131,3218828536652710784,88.50733807845812,0.3001934996145749,0.2727675562434437,0.4313130533418882,0.26789452615758697,19.92945,1.759018,1.0246104999999999,0,0.0015789173303919894
132,3218828540947118080,88.50740162781626,0.3062314756613174,-0.25120649236355924,1.1726837599891748,0.6943811113552794,19.306005,1.6923409,0.86418533,0,0.005169064937394964
133,3218828540948189440,88.51027312234147,0.3119521370137293,0.643261801836615,1.1525673925283648,0.4552249428706677,16.817837,1.7292166000000002,0.9109106,0,0.002728085573855302
134,3218828540948191872,88.50649401178975,0.30907915286146803,0.43120542091989655,1.0374028880097024,-4.60973190470484,17.063166,1.673872,0.8858795,0,0.02083991989385838
135,3218828571012010752,88.51686770171658,0.3129854236357362,-0.5199113857684983,-2.07605455939172,1.2174257677437514,20.483677,2.292078,1.2947903,0,0.032763727918757105
136,3218828571012455936,88.51763756651266,0.31436096068623826,0.3702757150724037,0.4974886046880124,-0.6308986386657255,18.6679,1.8997841,0.9289665000000001,0,0.0016415877860685966
137,3218828571012458112,88.52308572577923,0.3182576591576271,0.5809132590964572,0.35786190921435385,-1.9397104192245058,18.39659,2.0247973999999997,1.019907,0,0.003260619365978439
138,3218828605372194176,88.49149326102095,0.3137545147364337,0.5441236804810519,0.02901548478404215,2.4035649417789293,17.553373,1.7494183,0.9295559000000001,0,0.0020286904323228738
139,3218828609667669120,88.49140764427477,0.3209950088144176,0.9283769118277152,-2.7545686313869795,4.136631242677984,16.107449,1.5833836000000001,0.8446789000000001,0,0.002080593134516696
140,3218828609667669376,88.49590461557683,0.31673263955715625,0.2209283710822669,1.1537134348644715,1.223469654064679,19.581129999999998,1.9112529999999999,0.8904476,0,0.0031186702806443537
141,3218828609668251648,88.4860186490005,0.3153197009851698,2.222462392086704,1.400879139539411,-7.569309676595435,18.867842,1.6540966000000001,1.2882252,1,0.9999735579312148
142,3218828639731489280,88.51226615783739,0.3260509069369537,1.4324416617460505,-0.5713041985011759,-1.184835803553005,20.589464000000003,1.7411880000000002,0.99708176,0,0.02364779027619515
143,3218828639731939712,88.50278880585991,0.3299291887906795,0.4933676483991335,0.6770786034776051,1.0105536236945467,18.22837,1.5899563,0.8779030000000001,0,0.0018675734279076396
144,3218828644026318464,88.50928530493903,0.32193872445552,0.2380502748149329,-0.3182697503725332,-2.981951147958533,19.723307000000002,2.1105537,1.0795498,0,0.00969151952554866
145,3218828644026321408,88.50702633373211,0.3201126748662492,1.2004035126742607,2.659456411320122,-4.3808719776732845,20.584812,2.2627048,1.3300648000000002,0,0.15637610804830981
146,3218828644027403520,88.50635436015551,0.3187654229581734,0.9149982842627162,-2.808150106603746,4.335435980060511,14.790501999999998,1.4755106000000002,0.8032427,0,0.0022021809714293504
147,3218828674090774016,88.53193600674425,0.3234458605363625,0.4671023162998682,3.0327292028459816,-0.5665796910968814,19.937178,2.1002636000000003,1.0069714,0,0.015384691262205014
148,3218828674091676416,88.52744864276401,0.3263151003426017,0.239506606471252,0.500674920043665,0.9090987495980596,18.797688,1.8257884999999998,0.9177742,0,0.0017677907288374119
149,3218828674091677568,88.5242371496574,0.3291412127656805,-0.5692333872383379,-0.07838113409820051,-3.016189693183061,19.562014,2.3566722999999996,1.4069614,0,0.02982976011166163
150,3218828678387129728,88.52812800909827,0.3349665510135641,0.2181288137305084,-0.5674338439816488,-0.528003694320225,20.133808,1.6391048,0.9797534999999999,0,0.002015118384138331
151,3218828678387132800,88.52833038229437,0.3242415777804113,1.029209811313935,-2.773430172880944,4.335182434963853,16.434988,1.8134289000000001,0.9375763,0,0.002312551937607254
152,3218828708451422080,88.54467701524084,0.33827099358748863,0.9102948508331984,-2.6959789534266783,4.16744796625077,17.088203,1.9873791,0.99590683,0,0.002044119424266168
153,3218828742810252800,88.52275852422619,0.33377307080716234,-0.5841860249282926,-1.7386262396508982,0.9550189710276148,20.816637,1.3361645,1.0975513000000001,0,0.03020512912667794
154,3218828742811157376,88.51024967472824,0.3344672894925674,0.5162956643026011,-2.5236738699355263,4.167401628186723,18.499948999999997,1.8719348999999998,1.2092323,0,0.002322041203062772
156,3218828747106611840,88.51106900140378,0.33293994659332665,1.3754690348371272,-1.2785664023498438,-8.25700964606942,16.54559,1.9444933,0.9713011,1,0.9999721523559256
157,3218828777169991936,88.52175779359855,0.3424046101264053,0.6343164423297118,2.0036393114223694,-2.3354670645034337,20.296091,1.6605549,0.88731956,0,0.005375585607170091
158,3218828777169993856,88.53085846110686,0.3505054688768453,0.9604439859839956,-2.593921995290451,4.268422547281976,19.358303,2.6613636,1.1932486999999998,0,0.0020211233557335512
159,3218828777170901376,88.52685908327514,0.3432801265124998,0.7480837841098017,-2.7735117968134344,4.361140412693404,18.398285,2.5869598,1.1522522,0,0.0021509222874864734
160,3218828815826099072,88.48627486982923,0.32664278031161154,0.4450234004572908,0.7359200071999202,-2.7342764191117745,17.066157999999998,1.6997662,0.8935394,0,0.004086327217567157
161,3218828815826100096,88.48126431941694,0.3265674309494043,0.8774809056969008,-2.6726062723595185,4.063667292572012,14.026971,1.4802790000000001,0.80663204,0,0.0019420724121248986
162,3218828845890370688,88.49035396561426,0.3320703835765561,-0.048698452326201895,-1.0677845002052229,-0.9221067287193804,19.358856,1.6134357,0.83654594,0,0.00511234345454855
163,3218828845892804480,88.48960194557127,0.3396181289582173,0.2573679142347573,-2.8373327976345912,-0.3165613638753904,19.997156,1.1820488,0.83657646,0,0.02116265199244577
164,3218828850185831808,88.48890261055408,0.33972581521155537,0.7794290437241203,-2.5773855514914863,4.152504323924641,16.799294,1.6446161,0.8742399,0,0.001892808001453477
165,3218828880249926400,88.47499835350905,0.3350679680138017,0.7829968829193197,-2.8022134632402937,3.56253452467141,20.232792,2.2118568,1.2006473999999998,0,0.0019564640789918883
166,3218828880250108416,88.4770746205643,0.33056366133041803,0.05376973402010882,0.13566686923089466,0.044682058035332935,19.724239999999998,1.4091015,0.73667145,0,0.0016834946005867338
167,3218828884544503168,88.46672600677078,0.33894065209375124,0.5368936017548067,-3.873601053512472,4.788973562598064,20.423363000000002,2.1218128,1.0649681,0,0.005293264370043566
168,3218828884545573504,88.48342606573436,0.3354461479525009,0.5499913001487587,0.4468848996570693,3.3174723175184417,17.635773,1.8206023999999998,0.92964745,0,0.005278285078070368
169,3218828884545575296,88.47191929542095,0.3412458676593112,0.9338244259063208,-2.9055612336191405,4.342644483070807,14.308561,1.4063044,0.7763376000000001,0,0.002122924075154477
170,3218828914608670976,88.48728573033334,0.3391314507986156,0.5044912248995668,0.4589014133747059,3.193632202444608,18.65814,1.6739197000000001,0.88746643,0,0.0048761083664707
171,3218828914608672896,88.47563239839278,0.3437485969192425,1.0772516636136784,1.0836205293082661,0.8617127449423096,18.970507,2.6324862999999996,1.1683197,0,0.006341034609155937
172,3218828914609398656,88.48052822609196,0.351427072615185,-0.4258699517741536,1.6775926144552995,1.1482184583125377,20.612045000000002,1.1231746999999999,0.8762913,0,0.015509024548016602
173,3218828914609580800,88.4791784422534,0.3487262487061525,0.253843412780942,3.115505846146063,-6.184614858171358,19.126704999999998,1.9932442,1.0608349,0,0.040515705697065134
174,3218828914609853056,88.481145963553,0.34225603501947377,-0.7676056804800737,4.046970850292883,-5.51933652370479,20.424019,1.4960175,0.7896118000000001,0,0.04568222313796938
175,3218828914609855232,88.47759325819752,0.34377499909165976,0.9953405888323352,0.21943710446043552,-0.9372330597407788,18.701488,1.8522491,0.90068245,0,0.0039096188882116875
176,3218828914609856768,88.49361063706085,0.3462199069302441,0.9955451748141384,0.04355372952857762,-0.10222302964035863,19.567247000000002,1.627573,0.8058052,0,0.002790826660125477
177,3218828914612249984,88.47530186258952,0.343003581571545,1.0002942219340036,0.16870083776876638,-11.898886307155113,19.792927,3.1917400000000002,1.1824627,1,0.9999999064690436
178,3218828918905307520,88.48698387541826,0.3466919145647022,0.9703495507782208,-2.8204695009345326,4.331055383372907,15.450235000000001,1.3044357,0.74650764,0,0.002109371931908032
